# ID           RA              DEC              zmag_auto     zmag_col      Ks_col        z50              z025             z975             zspec            lmass         density
G038937        28.160223       -14.081116       22.2269       22.2523       19.1885       0.85980000       0.83940000       0.87470000       0.84583002       9.97299       7.77169
G038956        28.217457       -14.081017       21.6264       21.7313       18.9514       0.70550000       0.69350000       0.71810000       -1.0000000       10.0691       2.67878
G038988        28.312098       -14.081810       21.6606       21.7777       19.4161       0.75070000       0.72760000       0.76920000       -1.0000000       9.86854       1.66843
G039023        28.309215       -14.080417       22.8934       22.8758       20.2780       0.63630000       0.62740000       0.64430000       -1.0000000       9.42041       1.00658
G039044        28.186289       -14.080229       22.6805       22.7004       19.8570       0.75200000       0.74180000       0.76160000       -1.0000000       9.99017       3.78485
G039057        27.959006       -14.080653       22.3614       22.4189       19.0110       0.72590000       0.70680000       0.74370000       -1.0000000       10.4130       1.36077
G039086        28.163431       -14.080350       21.9672       21.9892       18.3035       0.81340000       0.81020000       0.82320000       -1.0000000       10.8029       13.7601
G039081        28.400343       -14.081000       22.2403       22.5822       99.0000       0.62480000       0.61030000       0.64160000       -1.0000000       9.85604       7.78468
G039073        27.899240       -14.080076       22.8520       22.8994       99.0000       0.77390000       0.75770000       0.79100000       -1.0000000       9.71985      0.935463
G039100        27.941417       -14.081108       20.4954       20.5192       18.4864       0.77170000       0.74550000       0.77480000       -1.0000000       10.5099       1.98120
G039108        27.908454       -14.080219       22.6717       22.7009       99.0000       0.83780000       0.82800000       0.84770000       -1.0000000       9.43244       2.96601
G039105        28.057816       -14.079861       22.9561       23.0019       21.1227       0.64790000       0.64010000       0.65500000       -1.0000000       9.38754       6.39095
G039065        27.959237       -14.081616       20.5682       20.6935       17.5300       0.81760000       0.81510000       0.82050000       -1.0000000       11.3937       15.6873
G039214        27.898265       -14.079068       22.7144       22.9330       99.0000       0.68640000       0.65460000       0.74550000       -1.0000000       9.74476       1.06211
G039149        27.931156       -14.079728       23.0192       23.1853       99.0000       0.86210000       0.79770000       0.92210000       -1.0000000       9.72407       3.23393
G039152        28.416534       -14.080638       22.3125       22.3943       99.0000       0.70690000       0.69190000       0.72410000       -1.0000000       10.0378      0.896964
G039195        28.407545       -14.081107       19.8073       20.0651       99.0000       0.70530000       0.69500000       0.71580000       -1.0000000       10.8365       1.27461
G039262        28.248195       -14.082219       21.2907       21.7096       18.0170       0.72660000       0.71060000       0.73930000       -1.0000000       10.7784       6.76955
G039290        28.227134       -14.078605       23.0946       23.1200       21.2898       0.84300000       0.83090000       0.85440000       -1.0000000       9.49363       1.28021
G039344        27.963580       -14.079056       21.5291       21.5274       18.5323       0.82280000       0.81540000       0.83060000       0.84119999       10.8279       35.7328
G039336        28.159633       -14.078664       22.8746       22.9027       22.6235       0.63760000       0.61590000       0.67720000       -1.0000000       8.89609       3.05062
G039366        27.890187       -14.078254       22.7020       22.7394       99.0000       0.86860000       0.83820000       0.90120000       -1.0000000       9.70779      0.901584
G039425        27.937406       -14.078226       22.6444       22.6595       20.4380       0.83610000       0.82590000       0.84400000       -1.0000000       9.57109       4.32829
G039437        28.283266       -14.078660       22.2942       22.3869       20.0491       0.88690000       0.86690000       0.90260000       -1.0000000       9.78087       2.06651
G039406        28.314003       -14.078247       22.7692       22.7727       20.8569       0.72360000       0.70750000       0.74170000       -1.0000000       9.55051       1.73601
G039497        28.421547       -14.078587       20.9532       21.1331       99.0000       0.63600000       0.62100000       0.65460000       -1.0000000       10.0660       5.58261
G039490        28.426195       -14.078889       21.3863       21.4718       99.0000       0.71760000       0.71510000       0.72230000       -1.0000000       9.55380       1.17936
G039529        28.082148       -14.079223       21.8003       22.0466       19.9158       0.64280000       0.54590000       0.66000000       -1.0000000       9.54076       2.37407
G039493        28.186281       -14.078578       21.7939       21.8644       19.2716       0.87690000       0.86590000       0.88590000       0.87400001       10.1172       3.53642
G039577        28.043488       -14.078856       20.5921       20.8232       17.7439       0.75380000       0.74540000       0.76420000       -1.0000000       11.2666       1.70981
G039628        28.117701       -14.077331       22.2999       22.3093       19.2678       0.78050000       0.77090000       0.78910000       -1.0000000       10.0065       1.59302
G039747        27.965292       -14.077331       22.2948       22.6744       20.8257       0.84880000       0.82940000       0.85990000       -1.0000000       9.67598       14.5725
G039755        28.096674       -14.076982       22.2234       22.2095       20.4697       0.85610000       0.85030000       0.85980000       -1.0000000       9.27771       1.62591
G039748        28.128339       -14.076606       23.1569       23.1687       19.9222       0.86330000       0.73500000       0.92370000       -1.0000000       9.92642       2.15884
G039907        27.895625       -14.075424       22.9142       22.9229       99.0000       0.77380000       0.76070000       0.78760000       -1.0000000       9.57631      0.768863
